codigo_fabricante,descricao_do_produto,marca,preco,estoque,localizacao,preco_promoc_varejo
12873,AGUA DESMINERALIZADA ORBI QUIMICA RADIADOR/BATERIA,ORBI,"8,36","420,000",VITRIN E,
RQ101012,AGUA DESMINERALIZADA RADQNAQ,RADNA,"7,88","55,000",VITRIN E,"5,790"
1000ML,AGUA P/BATERIA UNIVERSAL,DIVER,"2,31","0,000",,
112122,AGULHA C.S. MONZ 1.6 82/85 GAS CALIB 151,GENER,"2,77","0,000",,
114123,AGULHA C.S. VW SEDAN KOMBI BRASILIA DUPLA CARBUR,VOGEL,"10,50","0,000",I3-41,
40104,AGULHA C.S.CHEV/MARAJ. G/A,DIVER,"5,53","0,000",,
54124,AGULHA C.S.OPALA/CARAV 4/6CIL,BROSO,"11,24","0,000",I3-38,
1061V,AGULHA C.S.VW 1.3/1.5/1.6/KOMB =40119 VOG16151,DS,"25,64","0,000",NB3-02,
449220,AGULHA C.W.CORII/BELII/DREI80/,FORD,"2,77","0,000",,
467922,AGULHA C.W.FIAT UN/PAM/ESC CHT,DIVER,"5,53","0,000",H12039,
488522,AGULHA C.W.FIAT UNO 1500ALC,DIVER,"10,16","0,000",I3-39,
8220,AGULHA CARB GOL PASS VOY PARATI CORCEL MINI PROGRE,VOGEL,"23,10","3,000",I3-37,
15251,AGULHA CARB SOLEX MON PAMPA DEL KAD (SEM ROSCA),VOGEL,"29,01","4,000",I3-31,
7175,AGULHA CARB WEBER FIAT 1.3 GOL VOY PAR SAV CHT 1.6,VOGEL,"15,75","0,000",I3-33,
7175,AGULHA CARB WEBER FIAT 1.3 GOL VOY PAR SAV CHT 1.6,VOG,"38,64","4,000",I3-33,
7150,AGULHA CARB WEBER FIAT 1050/1300,VOGEL,"37,54","4,000",I3-32,
7225,AGULHA CARB WEBER GOL PAR UNO CORC ESC,VOGEL,"36,81","4,000",I3-34,
DEW12938,AGULHA CARB WEBER GOL PAR UNO CORC ESC,DEWPA,"0,00","0,000",I3-34,
7200,AGULHA CARB WEBER UNO/PAM/ESCORT CHT/MON DUPLO,VOGEL,"39,42","9,000",NB3-12,
DS1052V,AGULHA CARB WEBER UNO/PAM/ESCORT CHT/MON DUPLO,DS,"52,08","1,000",NB3-12,
48832002,AGULHA CARB WEBER UNO/PAM/ESCORT CHT/MON DUPLO,MAGNE,"35,47","0,000",NB3-12,
10200V,AGULHA CARBURAD DFV C10 OP CORCEL JEEP BAIXA VOG10200,VOGEL,"44,46","3,000",I3-036,
130113,AGULHA CARBURAD SIMPLES MONZA 1.8 ALC,DIVER,"17,15","8,000",I3-39,
90683,AGULHA CARBURAD. FORD CHT/MONZA 1.8/VERONA ESCORT,CORCE,"52,77","3,000",I3-30,
54109,AGULHA CARBURAD. SIMPLES OPAL/CARAV/VERA 6CI,DIVER,"5,34","33,000",I3-40,
8200,AGULHA CARBURAD.CHEVET/PASSAT GOL CARB 450 MINI PROGRES,VOGEL,"23,10","4,000",I3-35,
17151,AGULHA CARBURAD.SIMPLES MONZA 1.6/1.8 ALC CARB 32PSIT 34/35ALFA,VOGEL,"39,05","4,000",I3-29,
40444,AGULHA CARBURAD.SIMPLES PASSAT/VOYAGE ALC,VOGEL,"14,55","15,000",I3-40,
16151,AGULHA CARBURAD.SIMPLES VW 1.3/1.5/1.6/ KOMBI =40119 VOG16151,VOGEL,"38,43","7,000",NB3-02,
48812002,AGULHA CARBURAD.SIMPLES VW 1.3/1.5/1.6/ KOMBI =40119 VOG16151,MAGNE,"29,11","3,000",NB3-02,
80330,AGULHA CARBURAD.WEBER.FIAT 1.3 147 UNO/PREMIO,DIVER,"11,09","10,000",I3-41,
48812802,AGULHA CARBURADOR 2E 3E.MONZA SANTANA KADETT GOL PARATI SAVEIRO 2,MAGNE,"33,44","0,000",NB3-01,
15250,AGULHA CARBURADOR 2E 3E.MONZA SANTANA KADETT GOL PARATI SAVEIRO 2,VOGEL,"47,06","9,000",NB3-01,
DEW12944,AGULHA CARBURADOR 2E 3E.MONZA SANTANA KADETT GOL PARATI SAVEIRO 2,DEWPA,"0,00","0,000",NB3-01,
28180860,AGULHA MARCHA LENTA CARB.WEBER,DIVER,"3,53","3,000",H13-64,
40237302,AGULHA MARCHA LENTA LINHA DIVERSOS,FIAT,"19,78","5,000",I3-42,
K20513,ALAV.CAMB.COMPL.CORCELPAM.82/8,FORD,"120,83","0,000",,
K20521,ALAV.CAMBIO COMPL.5ºM ESCORT 84/86,FORD,"84,82","0,000",,
K20522,ALAV.CAMBIO COMPL.5ºM ESCORT 87/,FORD,"86,63","0,000",,
K20519,ALAV.CAMBIO COMPL.CORCEL/PAMPA DEL REY 84/95,FORD,"38,81","0,000",,
2023639,ALAVANCA ARTICULACAO ENGATE MARCHAS CORSA CELTA PRIS VECT,IPEBR,"128,07","0,000",C6-06,
300190,ALAVANCA ARTICULACAO ENGATE MARCHAS CORSA CELTA PRIS VECT,CORCE,"249,51","3,000",C6-06,
408123,ALAVANCA CABO EMBR LADO PEDAL KOMBI 81/ 97/ 07/,CORCE,"41,57","5,000",A3-37,
BE2M7201C,ALAVANCA CAMBIO (COMPLETA) CORCEL BEL II 82/84 DEL,FORD,"149,10","0,000",,
03092331000,ALAVANCA CAMBIO (MONTADA) BRAVO STILO TODOS,FIAT,"312,90","0,000",,
LF2988,ALAVANCA CAMBIO ASTRA CELTA CORSA VECTRA (VARAO),LAFER,"224,82","0,000",C6-02,
305502,ALAVANCA CAMBIO ASTRA CELTA CORSA VECTRA (VARAO),CORCE,"200,12","1,000",C6-02,
00514,ALAVANCA CAMBIO BRASILIA VARIANT II,DIVER,"4,71","0,000",X,
DEW19443,ALAVANCA CAMBIO CELTA 06/ CORSA 05/ C/ENGATE A CABO,DEWPA,"347,14","1,000",C6-02,
5354,ALAVANCA CAMBIO COMPLETA CORCEL II 84/ BELINA II PAMPA DEL REY 84,CORCE,"427,90","0,000",B5-10,
69073,"ALAVANCA CAMBIO COMPLETA GOL SAV SANT 5 MARCHAS PAMPA 260,0MM",CORCE,"185,85","2,000",A9-06,
BD9M7202A,ALAVANCA CAMBIO CORCEL 5 MARC 78/81,FORD,"25,00","1,000",B5-10,
11424,ALAVANCA CAMBIO ESCORT VERONA APOLLO AP 1.8 2.0,CORCE,"290,69","3,000",B5-09,
BE2Y7202B,ALAVANCA CAMBIO F4000 5 MARCHA,FORD,"57,97","0,000",,
406651,ALAVANCA CAMBIO GOL PARATI SAVEIRO 02/ 232MM,CORCE,"95,53","2,000",A9-06,
63085,ALAVANCA CAMBIO GOL VOYAGE SAV 5 MARCHAS /02 PAMPA AP 1.6 1.8  26,CORCE,"91,35","2,000",A9-06,
5400,ALAVANCA CAMBIO INFERIOR COMPLETA  F1000 F4000,PATRA,"699,14","0,000",,
402672,ALAVANCA CAMBIO KOMBI 02-96/ S/ REPARO,CORCE,"96,34","3,000",A9-06,
62062,ALAVANCA CAMBIO KOMBI 09-82/96 S/ REPARO,CORCE,"91,93","2,000",A9-06,
K30185,ALAVANCA CAMBIO OPALA 4 CIL 5 MARCHAS COMPLETA,GENER,"69,30","0,000",,
31615,ALAVANCA CAMBIO PALIO SIENA STRADA 1.0 1.3 1.5 1.6 8V E 16V,CORCE,"187,24","1,000",D6-08,
82PU7202A,ALAVANCA CAMBIO PAMPA,FORD,"32,29","0,000",,
62023,ALAVANCA CAMBIO VW FUSCA SEDAN,CORCE,"68,99","1,000",A9-06,
7302K,ALAVANCA CAPO  GOLF 99/15 POLO 03/14 BORA 01/11 JETTA 99/05 TIGUA,MILPE,"37,07","0,000",X,
94AB16B626AB,ALAVANCA CAPU ESCORT LOGUS POINTER 93/,FORD,"11,55","0,000",,
30691,ALAVANCA CAPU ESCORT VERONA 86/92 HOBBY 93/96,MACAN,"20,27","4,000",G7-02,
30897,ALAVANCA CAPU FIESTA 94/ COURIER KA 97/ ESCORT 97/,MACAN,"33,54","2,000",G7-08,
20237,ALAVANCA CAPU GOL GI GII GIII GIV GV GVI GVII,MACAN,"29,77","3,000",NB2-54,
1457229,ALAVANCA CAPU GOL GI GII GIII GIV GV GVI GVII,CHG,"21,00","6,000",NB2-54,
1079,ALAVANCA CAPU GOL GI GII GIII GIV GV GVI GVII,ATEMI,"50,83","4,000",NB2-54,
41224,ALAVANCA CAPU MONZA CORSA CELTA ASTRA CHEVETTE,MACAN,"34,18","4,000",G6-35,
31001,ALAVANCA CAPU NOVO FIESTA 02/ ECOSPORT 03/ 31001,MACAN,"28,53","4,000",G7-11,
70419,ALAVANCA CAPU PALIO 96/ WEEK 96/ SIENA STRADA IDEA,MACAN,"31,90","7,000",G6-33,
9045000,ALAVANCA CAPU UNO 84/ 08/ PRE ELBA FIO TEMPRA 70280,IPEBR,"26,01","3,000",NB2-53,
70280,ALAVANCA CAPU UNO 84/ 08/ PRE ELBA FIO TEMPRA 70280,MACAN,"21,00","5,000",NB2-53,
0004155255,ALAVANCA CHAVE SETA LAMPEJADOR - MAVERICK / GALAXIE / CORCEL,DIVER,"88,20","0,000",F12-05,
DEW00913,ALAVANCA COMANDO DA SAPATA DE FREIO KOMBI ESQ,DEWPA,"20,57","2,000",F14-41,
976000538,ALAVANCA DE CAMBIO 4 MARCHAS FIAT 147 TODOS,FIAT,"62,54","3,000",D6-08,
46902,ALAVANCA DE CAMBIO CHEVETTE 73/87,CORCE,"164,54","0,000",,
DEW02705,ALAVANCA DE CAMBIO COMPLETA - MONZA 5 MARCHAS ATÉ 1992,DEWPA,"433,13","0,000",C6-03,
K20520,ALAVANCA DE CAMBIO COMPLETA - PAMPA TRACAO 4X4,KITEC,"164,27","0,000",B5-SUP,
8511,ALAVANCA DE CAMBIO CORCEL BELINA DEL REY PAMPA APOS 1983,CORCE,"159,32","2,000",B5-10,
DEW00523,ALAVANCA DE CAMBIO CORCEL I E BELINA I ATE 1977,DEWPA,"111,55","3,000",B5-10,
300043,ALAVANCA DE CAMBIO ENGATE CABO CELTA CORSA CLASSIC APOS 2005,CORCE,"415,23","2,000",C6-02,
107557,ALAVANCA DE CAMBIO ESCORT VERONA LOGUS POINTER TRAMB A CABO,CORCE,"146,01","2,000",B5-09,
23584,ALAVANCA DE CAMBIO FIAT 147 TODOS APOS 1981,CORCE,"21,66","1,000",D6-08,
7608610,ALAVANCA DE CAMBIO FIAT UNO PREMIO ELBA 1985 A 1986,DIVER,"88,20","0,000",D6-08,
28491,ALAVANCA DE CAMBIO FIAT UNO PREMIO ELBA FIORINO 1992 A 1994,CORCE,"305,91","1,000",D6-08,
5371,ALAVANCA DE CAMBIO FORD CORCEL E BELINA 1978 A 1981 4 MARCHA,CORCE,"116,98","3,000",B5-10,
935,ALAVANCA DE CAMBIO FORD ESCORT 5 MARCHAS ATÉ 1985,CORCE,"134,68","1,000",B5-09,
DEW02623,ALAVANCA DE FREIO DE MAO CORSA /02 CELTA PRISMA,DEWPA,"321,64","0,000",C6-02,
SH5052P,ALAVANCA DE FREIO DE MAO CORSA /02 CELTA PRISMA,SHANA,"260,44","0,000",C6-02,
42062,ALAVANCA DE FREIO DE MAO MONZA 82/96 KADETT IPANEM,CORCE,"175,30","0,000",C6-02,
SH5051,ALAVANCA DE FREIO DE MAO MONZA 82/96 KADETT IPANEM,SHANA,"292,83","1,000",C6-02,
36507,ALAVANCA DIR.COMANDO SAPATA FREIO SEDAN FUSCA,DIVER,"15,31","21,000",F13-04,
EF766C,ALAVANCA DO CABO PASS/SAV/SAN (((APLICAR 0335100-T,VOLKS,"19,31","0,000",,
943,ALAVANCA DO CAMBIO FORD ESCORT / HOBBY TRAMBULACAO A VARAO,CORCE,"136,10","0,000",B5-09,
IKS7565,ALAVANCA DO CAPO - CLIO KANGOO LOGAN SANDERO,IKS,"54,25","1,000",G7-21,
116866,ALAVANCA EIXO PEDAL EMBRE DEL REY PAMPA AP 1.6 1.8,CORCE,"220,24","1,000",B6-07,
36506,ALAVANCA ESQ.COM. SAP.FREIO SE,DIVER,"15,31","18,000",F13-04,
SH5055,ALAVANCA FREIO MAO CHEVETTE MARAJO CHEVY,GENER,"145,95","0,000",,
87333300,ALAVANCA FREIO MAO CHEVETTE MARAJO CHEVY,IPEBR,"317,85","0,000",X,
71662,ALAVANCA FREIO MAO GOL GII 95/ PARAT SAVEI 98/ GII,CORCE,"137,81","0,000",A9-07,
SH5010P,ALAVANCA FREIO MAO GOL GII 95/ PARAT SAVEI 98/ GII,SHANA,"230,81","0,000",A9-07,
DEW02618,ALAVANCA FREIO MAO GOL GII 95/ PARAT SAVEI 98/ GII,DEWPA,"189,19","0,000",A9-07,
SH 5012,ALAVANCA FREIO MAO GOL PARA GIII GIV 99/ SANTANA 98/,SHANA,"205,58","0,000",A9-07,
77313,ALAVANCA FREIO MAO GOL PARA GIII GIV 99/ SANTANA 98/,CORCE,"295,33","0,000",A9-07,
SH5010N,ALAVANCA FREIO MAO GOL PARATI SAVEIRO GV G5 08/,SHANA,"234,70","1,000",A9-07,
71655,ALAVANCA FREIO MAO GOL PASSAT VOYAGE SAV PARA /94,CORCE,"225,04","0,000",A9-07,
SH5000P,ALAVANCA FREIO MAO GOL PASSAT VOYAGE SAV PARA /94,SHANA,"199,34","2,000",A9-07,
100170716,ALAVANCA FREIO MAO PALIO 01/ 10/ SIENA 01/ 10/ STRADA 01/,FIAT,"270,89","1,000",D6-07,
211850,ALAVANCA FREIO MAO PALIO 01/ 10/ SIENA 01/ 10/ STRADA 01/,CORCE,"578,51","0,000",D6-07,
SH5052PP,ALAVANCA FREIO MAO PICK UP CORSA,SHANA,"282,01","1,000",C6-02,
20000,ALAVANCA FREIO MAO UNO PREMIO ELBA PICK UP,CORCE,"144,11","0,000",D6-07,
5015,ALAVANCA FREIO MAO UNO PREMIO ELBA PICK UP,SHANA,"233,82","1,000",D6-07,
69694,ALAVANCA FREIO MAO VW FUSCA BRASILIA TODOS,CORCE,"193,64","2,000",A9-07,
DEW00764,ALAVANCA GARFO EMBREAGEM VW SEDAN BRASILIA KOMBI,DEWPA,"64,25","2,000",A3-46,
200201,ALAVANCA INIBIDORA MARCHA RE BOCA 21MM UNO FIORINO 2014/...,CORCE,"93,45","1,000",D7-01,
300421,ALAVANCA INIBIDORA MARCHA RE PRISMA 13/14 MANUAL,CORCE,"266,45","1,000",C6 003,
2104,ALAVANCA INT RODA TRAS DIR PICK UP WILLYS,FORD,"29,80","0,000",,
2105,ALAVANCA INT RODA TRAS ESQ PICK UP WILLYS,FORD,"29,80","0,000",,
4FG55D,ALAVANCA SAPATA FREIO DIR D20 93/ F250 F350 SILVER,DIVER,"1,06","0,000",,
4FG51D,ALAVANCA SAPATA FREIO DIR F1000 /98 D10 D20 /91,DIVER,"36,47","2,000",F15-39,
4FG55E,ALAVANCA SAPATA FREIO ESQ D20 93/ F250 F350 SILVER,DIVER,"47,25","0,000",,
4FG51E,ALAVANCA SAPATA FREIO ESQ F1000 /98 D10 D20 /91,DIVER,"33,08","0,000",F15-39,
AL17,ALAVANCA SELECAO TRANSMISSAO - CORCEL / BELINA 69/77,IMA,"102,10","2,000",B6-SUP,
BD9M7302D,ALAVANCA SELETORA DO TRABULADOR CORCEL 5 MARCHAS ATÉ 1981,FORD,"151,88","1,000",B6-SUP,
P125,ALAVANCA TRAMBULADOR KOMBI 78/96 97/ 07/ 1.4 FLEX,POLIA,"163,80","0,000",A5-04,
00902A,ALAVANCA TRAMBULADOR KOMBI 78/96 97/ 07/ 1.4 FLEX,DEWPA,"128,50","1,000",A5-04,
LF1531,ALAVANCA TRAMBULADOR KOMBI 78/96 97/ 07/ 1.4 FLEX,LAFER,"157,50","1,000",A5-04,
CA1649,ALAVANCA TRAMBULADOR VW/BRAS,VOLKS,"4,82","0,000",,
CA1650,ALAVANCA TRAMBULADORA VW/BRAS,VOLKS,"16,01","0,000",,
CA1651,ALAVANCA TRANBULADORA VW/BRAS,VOLKS,"9,61","0,000",,
41019,ALAVANCA TRAVA LIMITADOR CAPU ASTRA 98/ ZAFIRA 01/,GENER,"127,05","0,000",,
VARIADOS,ALAVANCA VARIADAS,DIVER,"0,00","19,000",F13-01,
P1125CD,ALCA BANCO GOL GV GVI POLO FOX AMAROK CINZA LD,PLAST,"13,65","20,000",A13-06,
P1125CE,ALCA BANCO GOL GV GVI POLO FOX AMAROK CINZA LE,PLAST,"8,90","10,000",A13-06,
K02C,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA CINZA,PLAST,"10,14","0,000",NH2-02,
6025400,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA CINZA,FIAT,"10,50","0,000",NH2-02,
236926,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA CINZA,NEWKA,"17,37","0,000",NH2-02,
6025402,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA PRETA,FIAT,"9,98","0,000",NH2-02,
236928,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA PRETA,NEWKA,"10,48","0,000",NH2-02,
K02P,ALCA C/ ARREMATE BANCO PALIO 96/ 03/ STRADA PRETA,PLAST,"14,12","1,000",NH2-02,
6025500,ALCA C/ ARREMATE BANCO UNO PREMIO ELBA 2 PORTAS PRET,CENTE,"7,64","1,000",NH2-02,
41102,ALCA DE SEGURANCA PRETO - GM CARAVAN 85 À 90 - CHEVETTE 87 À 92,MACAN,"19,15","5,000",C13-02,
0010002,ALCA SEGURANCA PAINEL VW SEDAN FUSCA,AUTO,"96,55","1,000",A13-05,
1083413,ALCA TETO CORSA 94/ VECTRA 97/ ASTRA CELTA CINZA C,CHG,"76,07","0,000",C13-08,
41103,ALCA TETO CORSA 94/ VECTRA 97/ ASTRA CELTA CINZA C,MACAN,"84,04","4,000",C13-08,
082000,ALCA TETO CORSA 94/ VECTRA 97/ ASTRA CELTA CINZA C,NEWKA,"45,48","1,000",C13-08,
20336,ALCA TETO GOL PARA SAV VOY 80/98 SANTANA /98 CINZA,VOLKS,"13,86","0,000",A  12 68,
AT002,ALCA TETO GOL PARATI GIII G3 GIV G4 GV G5 GVI G6 99/ C/CABIDE,AUTO,"42,26","0,000",A13-01,
0051636,ALCA TETO GOL PARATI GIII G3 GIV G4 GV G5 GVI G6 99/ C/CABIDE,CENTE,"45,20","0,000",A13-01,
081032,ALCA TETO UNO PREMIO ELBA FIORINO CINZA,NEWKA,"49,78","1,000",D12-01,
3335,ALMA PARACH DIANT CORSA CORSA SEDAN WAGON PICK /02,PONTE,"120,47","0,000",LAT-4-04,
00405,ALMA PARACH DIANT CORSA CORSA SEDAN WAGON PICK /02,SAO J,"174,79","0,000",LAT-4-04,
A003,ALMA PARACH DIANT GOL PARAT 95/99 SAVEIRO 97/ GII,ZITO,"210,54","0,000",LAT-4-04,
1222,ALMA PARACH DIANT GOL PARAT 95/99 SAVEIRO 97/ GII,PONTE,"134,38","0,000",LAT-4-04,
00351,ALMA PARACH DIANT GOL VOYAGE PARAT SAV 87/94,SAO J,"173,74","1,000",M6-01,
1213,ALMA PARACH DIANT GOL VOYAGE PARAT SAV 87/94,PONTE,"126,99","0,000",M6-01,
086,ALMA PARACH DIANT GOL VOYAGE PARAT SAV 87/94,ZITO,"103,95","0,000",LAT4- 04,
1600,ALMA PARACHOQUE DIANT GOL GV G5 GVI G6 GVII G7 08/,PONTE,"141,75","0,000",LAT-4-04,
D140,ALMA PARACHOQUE DIANT GOL GV G5 GVI G6 GVII G7 08/,ZITO,"192,95","1,000",LAT-4-04,
1211,ALMA PARACHOQUE TRASEIRO GOL 87/94 VW,PONTE,"113,04","1,000",LAT-4-04,
J475,ALMOFADA PARACHAQUE DIANT DEL REY BELINA PAMPA 82/,FORD,"190,58","0,000",,
J476,ALMOFADA PARACHOQUE TRAS DEL REY BELINA II 82/91,FORD,"184,11","0,000",,
4069,ALOJAMENTO MACANETA INT F1000 F4000,FORD,"52,14","0,000",X,
24580623,ALOJAMENTO VARETA OLEO S10 2.4 2010/...,CHEV,"867,60","0,000",X,
GP33225,AMOR DIANT RENEGADE FWD 4X2 15/...,COFAP,"921,89","0,000",X,
GP32852,AMORT DIANT PUNTO 1.6 1.8 10/... LINEA 09/12,COFAP,"956,96","0,000",X,
GP32851,AMORT DIANT PUNTO 1.6 1.8 10/... LINEA 09/12,COFAP,"949,50","0,000",X,
361144,AMORT TAMPA TRAS FIESTA HATCH 96/07 C/S LIMP EXETO,NEWKA,"88,20","1,000",GAN-17,
1175003,AMORT TAMPA TRAS FIESTA HATCH 96/07 C/S LIMP EXETO,CHG,"84,00","0,000",GAN-17,
361155,AMORT TAMPA TRAS SANTANA QUANTUM /91,NEWKA,"79,00","1,000",GAN-03,
16072,AMORT TAMPA TRAS VECTRA 96/04,DIVER,"165,90","0,000",GAN-40,
1175614,AMORT TAMPA TRAS VECTRA SEDAN 05/,CHG,"99,94","2,000",GAN-42,
16137,AMORT TAMPA TRAS VERONA 90/96,AMORT,"126,00","0,000",GAN-25,
41931,AMORT TRASEIRO SANTANA 98/...,VOLKS,"191,69","0,000",,
361313,AMORT. TAMPA TRASEIRO FIAT 147 PANOR SPAZ OGGI 76/ VW,NEWKA,"75,08","0,000",GAN-30,
361326,AMORT.TAMPA TRAS.BELINA 68/ TODOS,NEWKA,"81,90","0,000",GAN-23,
361327,AMORT.TAMPA TRAS.ESCORT 84/92,NEWKA,"69,30","0,000",GAN-24,
361102,AMORT.TAMPA TRAS.GOL 82/94 C/LIMPADOR,NEWKA,"72,52","0,000",GAN-04,
SP267,AMORTECEDOR  DIANTEIRO  CROSSFOX 05/ SPACECROSS 12/,MONRO,"525,13","0,000",G5-SUP,
HG41023,AMORTECEDOR  DIANTEIRO  DIREITO  NEW FIESTA HATCH SEDAN 10/ KA 14,NAKAA,"621,17","1,000",E10-SUP,
SP357,AMORTECEDOR  DIANTEIRO  DIREITO  NEW FIESTA HATCH SEDAN 10/ KA 14,MONRO,"639,09","0,000",E10-SUP,
HG33062,AMORTECEDOR  DIANTEIRO  DIREITO  PALIO 11/ GRAND SIENA 12/ C/BARR,NAKAT,"0,00","0,000",G10-SUP,
SP008,AMORTECEDOR  DIANTEIRO  DIREITO  PALIO 11/ GRAND SIENA 12/ C/BARR,MONRE,"688,39","2,000",G10-SUP,"617,000"
AMD62823,AMORTECEDOR  DIANTEIRO  DIREITO  PALIO 11/ GRAND SIENA 12/ C/BARR,PERFE,"345,89","0,000",G10-SUP,
SP236,AMORTECEDOR  DIANTEIRO  ECOSPORT 4X2 AUTOMATICO 02/12 4X4 PASS,MONRE,"417,50","0,000",E12-SUP,
8113,AMORTECEDOR  DIANTEIRO  ESCORT 93/96 EUROPEU LOGUS 93/ REMANO,FORD,"109,73","0,000",,
72510,AMORTECEDOR  DIANTEIRO  ESQUERDO  FREEMONT 11/ JOURNEY 09/,DIVER,"519,75","0,000",,
HG41024,AMORTECEDOR  DIANTEIRO  ESQUERDO  NEW FIESTA HATCH SEDAN 10/ KA 1,NAKAT,"570,71","1,000",E10-SUP,
HG33063,AMORTECEDOR  DIANTEIRO  ESQUERDO  PALIO 11/ GRAND SIENA 12/ C/BAR,NAKAT,"0,00","0,000",G10-SUP,
SP009,AMORTECEDOR  DIANTEIRO  ESQUERDO  PALIO 11/ GRAND SIENA 12/ C/BAR,MONRO,"688,39","1,000",G10-SUP,"617,000"
SP358,AMORTECEDOR  DIANTEIRO  ESQUERDO NEW FIESTA HATCH SEDAN 10/ KA 14,MONRO,"635,93","0,000",E10-SUP,
334412MM,AMORTECEDOR  DIANTEIRO  F350 /95 F2000 F4000 75/98 AC35818,MONRO,"273,84","2,000",E12-SUP,
334314,AMORTECEDOR  DIANTEIRO  FIORINO TREKKING WORKING 96/ CARTUCHO,FIAT,"286,65","0,000",,
MP32286,AMORTECEDOR  DIANTEIRO  GOLF 03-95/07-98 CORDOBA 1.8 95/99 IMP,IMPOR,"468,71","0,000",,
GP30352PS,AMORTECEDOR  DIANTEIRO  PALIO LOCKER 07-08/ STRADA LOCKER 08/,COFAP,"717,03","0,000",G13-SUP,
SP006,AMORTECEDOR  DIANTEIRO  PALIO LOCKER 07-08/ STRADA LOCKER 08/,MONRO,"660,00","0,000",G13-SUP,
HG33002,AMORTECEDOR  DIANTEIRO  RENAULT CLIO 1.6 1.8 99/10 SYMBOL 99/,RENAU,"357,00","0,000",,
HG41035,AMORTECEDOR  DIANTEIRO  S10 4X2 4X4 12/17,NAKAA,"512,62","2,000",E6-SUP,
GL13703,AMORTECEDOR  DIANTEIRO  S10 4X2 4X4 12/17,COFAP,"750,13","2,000",E6-SUP,
SP176,AMORTECEDOR  DIANTEIRO  STRADA 01/ PALIO PALIO ADVENTURE SIENA,MONRO,"432,23","0,000",G12-SUP,
HG33004,AMORTECEDOR  DIANTEIRO  STRADA 01/ PALIO PALIO ADVENTURE SIENA,NAKAT,"368,98","3,000",G12-SUP,"349,000"
GP30120,AMORTECEDOR  DIANTEIRO  STRADA 01/ PALIO PALIO ADVENTURE SIENA,COFAP,"490,00","3,000",G12-SUP,
JGM4516S,AMORTECEDOR  DIANTEIRO  STRADA 01/ PALIO PALIO ADVENTURE SIENA,TRW,"337,18","3,000",G12-SUP,"315,000"
AMD0122,AMORTECEDOR  DIANTEIRO  STRADA 01/ PALIO PALIO ADVENTURE SIENA,PERFE,"244,23","0,000",G12-SUP,
HG31186,AMORTECEDOR  DIANTEIRO  STRADA 96/00 PALIO/SIENA 1.0 1.5,NAKAT,"561,75","0,000",G11-SUP,"460,000"
HG31187,AMORTECEDOR  DIANTEIRO  STRADA 96/00 PALIO/SIENA 1.0 1.5,NAKAT,"455,51","2,000",G11-SUP,"389,000"
GP32348,AMORTECEDOR  DIANTEIRO  STRADA 96/00 PALIO/SIENA 1.0 1.5,COFAP,"370,65","0,000",G11-SUP,
SB27449,AMORTECEDOR  DIANTEIRO  VW 1200 1300 EMBUCHAMENTO,COFAP,"212,58","2,000",G8-SUP,
SB27003,AMORTECEDOR  DIANTEIRO  VW 1300L 1500 1600 BRASILIA VARIANT,COFAP,"274,80","2,000",G8-SUP,
SP005,AMORTECEDOR  TRASEIRO  COBALT 11/ SONIC 12/14,MONRO,"298,11","3,000",E6-SUP,
SP001,AMORTECEDOR  TRASEIRO  COBALT 11/ SONIC 12/14,MONRO,"290,00","0,000",E6-SUP,
HG36069,AMORTECEDOR  TRASEIRO  DOBLO ELX EX CARGO 1.3 1.6 1.8 01/,NAKAT,"505,72","2,000",G14-SUP,
SP166,AMORTECEDOR  TRASEIRO  GOLF GIV 98/ 07/ BORA 01/ NEW BEETLE A3,MONRO,"346,50","2,000",G6-SUP,
HG31040,AMORTECEDOR  TRASEIRO  GOLF GIV 98/ 07/ BORA 01/ NEW BEETLE A3,NAKAA,"415,13","0,000",G6-SUP,
SP363,AMORTECEDOR  TRASEIRO  NEW FIESTA 10/ KA KA+ 1.0 1.5 07-14/,MONRO,"323,49","2,000",E10-SUP,
HG41142,AMORTECEDOR  TRASEIRO  NEW FIESTA 10/ KA KA+ 1.0 1.5 07-14/,NAKAT,"266,70","0,000",E10-SUP,
SP037,AMORTECEDOR  TRASEIRO  PALIO PALIO ATTRACTIVE SPORTING ESSENCE,MONRE,"348,25","2,000",G10-SUP,
GL12475,AMORTECEDOR  TRASEIRO  PALIO WEEKEND ADVENT 96/01/08/ MAREA BR,COFAP,"206,85","0,000",G13-SUP,
HG31038,AMORTECEDOR  TRASEIRO  PALIO WEEKEND ADVENT 96/01/08/ MAREA BR,NAKAT,"252,04","4,000",G13-SUP,
334258MM,AMORTECEDOR  TRASEIRO  SAVEIRO CROSSOVER 05/ SUPERSURF 02/,VOLKS,"269,85","0,000",,
SP044,AMORTECEDOR  TRASEIRO  VECTRA TODOS 2.0 2.4 06/11 EXETO GT,MONRE,"290,85","0,000",E7-SUP,
